trade_id,pair,entry_z,exit_z,n_days,trade_pnl,entry_stress,stress_band,halflife,reversion
106,MELI-VTEX,-2.2373631087280232,-0.4191427868504714,14,204.24232477515295,2.2373631087280232,stress,9.735651134414333,FAST
107,MELI-VTEX,2.0867355851566005,0.4520570986053699,7,136.9790203297904,2.0867355851566005,stress,9.735651134414333,SLOW
108,MELI-VTEX,-2.8140280577130503,-0.3876438762413356,47,-41.29139659879223,2.8140280577130503,stress,9.735651134414333,FAST
109,BBAR-SUPV,2.089851634871942,0.4979023156324841,20,0.0433079288131794,2.089851634871942,stress,10.906824963654596,FAST
110,BBAR-SUPV,2.0098399823718394,0.0281491256542918,38,-0.0618961198177203,2.0098399823718394,stress,10.906824963654596,FAST
111,BBAR-SUPV,2.847285693348417,-2.5670072479862083,2,0.1860131173361738,2.847285693348417,stress,10.906824963654596,SLOW
112,BBAR-SUPV,-2.5670072479862083,-0.4627021883271009,65,-0.4967444385555467,2.5670072479862083,stress,10.906824963654596,FAST
113,BBAR-SUPV,2.25730948006412,-0.2433987502023794,79,-0.7503004393163422,2.25730948006412,stress,10.906824963654596,FAST
114,BBAR-SUPV,2.108357886397524,0.4071515838193415,3,0.1515013221820931,2.108357886397524,stress,10.906824963654596,SLOW
115,BBAR-SUPV,-2.3866140189650573,0.2457056372133329,11,0.4260708462332897,2.3866140189650573,stress,10.906824963654596,FAST
116,BBAR-SUPV,2.5673354498938146,0.4761683706550326,11,0.2429100896303119,2.5673354498938146,stress,10.906824963654596,FAST
117,BBAR-SUPV,3.114036936484992,0.4459542225148233,84,-1.421376817200494,3.114036936484992,extreme,10.906824963654596,FAST
118,BBAR-SUPV,-2.30532675660267,-0.0324881105179837,15,0.900039366225807,2.30532675660267,stress,10.906824963654596,FAST
119,BBAR-SUPV,2.5708849209966576,0.1604642335670111,7,0.3592454909097462,2.5708849209966576,stress,10.906824963654596,SLOW
120,BBAR-SUPV,2.017538497093557,-0.475607748985249,1,-0.0192034879041822,2.017538497093557,stress,10.906824963654596,SLOW
121,BBAR-SUPV,2.634919073289318,0.4037988441844121,35,-0.0429668124064029,2.634919073289318,stress,10.906824963654596,FAST
122,BBAR-SUPV,-2.060622221336957,-0.1383011102804522,62,-0.8897233267766957,2.060622221336957,stress,10.906824963654596,FAST
123,BBAR-SUPV,2.5427336890593817,0.3555042821157366,75,-2.0347138972583965,2.5427336890593817,stress,10.906824963654596,FAST
124,BBAR-SUPV,2.706289256004914,2.56359467267234,18,-1.1042616869902768,2.706289256004914,stress,10.906824963654596,FAST
125,PAX-VINP,2.6409801525600556,0.2777879221183962,17,0.1730174640690691,2.6409801525600556,stress,11.318604795446738,FAST
126,PAX-VINP,-2.176588527484866,-0.3085605769022937,6,0.5447860570539158,2.176588527484866,stress,11.318604795446738,SLOW
127,PAX-VINP,-3.2172485472008865,-0.4099491357582552,21,0.6606276575210551,3.2172485472008865,extreme,11.318604795446738,FAST
128,PAX-VINP,-2.31761568534658,-0.4242547201866825,30,-0.022149050998518,2.31761568534658,stress,11.318604795446738,FAST
129,PAX-VINP,2.0510127203637873,0.3646395252333446,25,0.3819830156883824,2.0510127203637873,stress,11.318604795446738,FAST
130,PAX-VINP,-2.159743167168015,-0.3969291305367481,80,-0.8209511693575298,2.159743167168015,stress,11.318604795446738,FAST
131,PAX-VINP,-2.2870024920964935,-0.2113545844980726,29,-0.0073622129150244,2.2870024920964935,stress,11.318604795446738,FAST
132,PAX-VINP,2.452289944631912,0.4918555141454831,42,-0.4973286864829153,2.452289944631912,stress,11.318604795446738,FAST
133,PAX-VINP,-2.0602886204861037,-0.4160505893162631,39,-0.2156220997017343,2.0602886204861037,stress,11.318604795446738,FAST
134,PAX-VINP,2.0827244315377844,0.3872200085268052,69,-1.5095210201897469,2.0827244315377844,stress,11.318604795446738,FAST
135,PAX-VINP,2.358952247609696,0.2395203023951014,11,0.3983678271409654,2.358952247609696,stress,11.318604795446738,SLOW
136,PAX-VINP,2.50133779715077,-0.1325553660056853,22,-0.2126996395750617,2.50133779715077,stress,11.318604795446738,FAST
137,PAX-VINP,-2.025013356804728,-0.4019275327230076,14,0.3822620783327659,2.025013356804728,stress,11.318604795446738,FAST
138,NU-VLRS,3.0423803278757977,0.3924278523076029,115,-1.835973751585348,3.0423803278757977,extreme,11.822759417967037,FAST
139,NU-VLRS,2.2812600859039476,0.3967615683236703,60,-0.940668050299079,2.2812600859039476,stress,11.822759417967037,FAST
140,NU-VLRS,2.069106297972663,0.3159874798357219,68,-1.9588423120108804,2.069106297972663,stress,11.822759417967037,FAST
141,NU-VLRS,2.015185611073929,0.442951105547013,38,-0.1283166080924798,2.015185611073929,stress,11.822759417967037,FAST
142,NU-VLRS,2.232811323353253,0.1940569090182331,42,-0.7815273838832368,2.232811323353253,stress,11.822759417967037,FAST
143,NU-VLRS,-2.2582772051950295,-0.4841070361393218,66,-1.9339574450075183,2.2582772051950295,stress,11.822759417967037,FAST
144,NU-VLRS,2.1575352994740427,0.4734830728586845,15,1.3604981401516745,2.1575352994740427,stress,11.822759417967037,FAST
145,NU-VLRS,2.0898201931671267,0.3977703385980433,32,0.1379866095115054,2.0898201931671267,stress,11.822759417967037,FAST
146,NU-VLRS,2.79587618346861,-0.2143731823277988,20,0.800821581475397,2.79587618346861,stress,11.822759417967037,FAST
147,NU-VLRS,2.3464766515560695,-0.3112136732904979,13,1.4746669137750608,2.3464766515560695,stress,11.822759417967037,FAST
148,NU-VLRS,-3.0418115860434387,-0.4573266910580054,46,0.3632093724578477,3.0418115860434387,extreme,11.822759417967037,FAST
149,NU-VLRS,-2.521699395720942,-1.65918377136149,16,0.0913085212847538,2.521699395720942,stress,11.822759417967037,FAST
150,NU-PAX,2.595085179005908,0.4616638874720206,73,-1.508863389252193,2.595085179005908,stress,11.964959081608669,FAST
151,NU-PAX,3.011466580744977,0.3438007116645702,35,-0.7354012429576715,3.011466580744977,extreme,11.964959081608669,FAST
152,NU-PAX,-2.121130330336426,-0.3718280583551434,9,1.1124495521733009,2.121130330336426,stress,11.964959081608669,SLOW
153,NU-PAX,2.2314955978943103,0.3874194450841228,7,1.3255309175831964,2.2314955978943103,stress,11.964959081608669,SLOW
154,NU-PAX,2.02511172687271,0.0652334463684961,84,-1.5586554163075697,2.02511172687271,stress,11.964959081608669,FAST
155,NU-PAX,2.468760687110752,0.4841908395795491,48,-0.7956511806773476,2.468760687110752,stress,11.964959081608669,FAST
156,NU-PAX,-2.3150142706767105,-0.4100059637064727,59,-2.0496221003276176,2.3150142706767105,stress,11.964959081608669,FAST
157,NU-PAX,-2.000076488766446,-0.3462982440575896,34,0.8579783642780301,2.000076488766446,stress,11.964959081608669,FAST
158,NU-PAX,2.4028261872550996,0.4993111272907694,54,-0.4438255253343525,2.4028261872550996,stress,11.964959081608669,FAST
159,NU-PAX,-2.276315968116303,2.6795323254228176,7,1.0732168108307862,2.276315968116303,stress,11.964959081608669,SLOW
160,NU-PAX,2.6795323254228176,-0.0126874474656406,10,0.9353093975130254,2.6795323254228176,stress,11.964959081608669,SLOW
161,NU-PAX,-2.2315137211965066,-0.4925797335794991,44,-0.2296261525155254,2.2315137211965066,stress,11.964959081608669,FAST
162,NU-PAX,2.2736019743304983,0.1561254043555453,29,-0.341876529309609,2.2736019743304983,stress,11.964959081608669,FAST
163,CX-NU,2.381414385658486,0.0104927435841144,40,0.0132500586299321,2.381414385658486,stress,12.179688253323611,FAST
164,CX-NU,2.0670609501019204,0.4109147458584245,31,-0.1067409449210678,2.0670609501019204,stress,12.179688253323611,FAST
165,CX-NU,-2.4519128330439592,-0.3924654184019976,34,0.3817391471608116,2.4519128330439592,stress,12.179688253323611,FAST
166,CX-NU,2.3141795984073106,0.0232532926115721,33,0.3214664148950217,2.3141795984073106,stress,12.179688253323611,FAST
167,CX-NU,-2.0167091115872817,-0.1479233706746611,26,0.487411445085572,2.0167091115872817,stress,12.179688253323611,FAST
168,CX-NU,-2.144257071185709,-0.46739860879318,86,-1.3992312361511043,2.144257071185709,stress,12.179688253323611,FAST
169,CX-NU,-2.039768082834707,-0.0175330247936884,31,-0.0144275970212059,2.039768082834707,stress,12.179688253323611,FAST
170,CX-NU,-2.41101382922997,-0.183471471793523,21,0.5702677069266744,2.41101382922997,stress,12.179688253323611,FAST
171,CX-NU,2.7189182395331652,0.1684014610409679,21,0.5979070239209923,2.7189182395331652,stress,12.179688253323611,FAST
172,CX-NU,2.2767516361757263,0.0573707042512934,34,0.3300039629964097,2.2767516361757263,stress,12.179688253323611,FAST
173,CX-NU,2.047594881821607,0.3014221299151388,51,-0.6309975358344702,2.047594881821607,stress,12.179688253323611,FAST
174,CX-NU,2.0264386423904397,0.3364372718827546,126,-2.1793823694528016,2.0264386423904397,stress,12.179688253323611,FAST
175,CX-NU,2.5089716170753524,1.5059558941544149,36,-1.1194885595694533,2.5089716170753524,stress,12.179688253323611,FAST
176,DLO-VTEX,2.258363282888993,-4.2342238123002645,5,-0.8364991654414267,2.258363282888993,stress,12.448120024403307,SLOW
177,DLO-VTEX,-4.2342238123002645,-0.3124950933301981,16,5.236184371692468,4.2342238123002645,extreme,12.448120024403307,FAST
178,DLO-VTEX,-2.102361936932185,-0.3399866266254747,4,0.5327164245425965,2.102361936932185,stress,12.448120024403307,SLOW
179,DLO-VTEX,-3.5544991346511483,-0.3292091270272802,47,0.4986699056704147,3.5544991346511483,extreme,12.448120024403307,FAST
180,DLO-VTEX,4.690966907810558,0.4809290772302003,51,1.7516552280914182,4.690966907810558,extreme,12.448120024403307,FAST
181,DLO-VTEX,-2.3294076705159945,-0.4803660829747945,97,-2.233472624625529,2.3294076705159945,stress,12.448120024403307,FAST
182,DLO-VTEX,-2.334577315883401,-0.4298311291114791,11,1.7927667284962672,2.334577315883401,stress,12.448120024403307,SLOW
183,DLO-VTEX,-2.296799789368259,-0.2508310656358644,16,1.5002154853719067,2.296799789368259,stress,12.448120024403307,FAST
184,DLO-VTEX,-3.8794904060329287,-0.2601441045492823,75,-1.1269048533926678,3.8794904060329287,extreme,12.448120024403307,FAST
185,DLO-VTEX,2.0995333821605935,-0.0762619155418583,9,0.4979361190821117,2.0995333821605935,stress,12.448120024403307,SLOW
186,DLO-VTEX,2.279494287487416,0.2614200876101929,100,-3.63145014882942,2.279494287487416,stress,12.448120024403307,FAST
187,DLO-VTEX,5.267242579058612,-0.3847648888044564,2,0.2695945485981991,5.267242579058612,extreme,12.448120024403307,SLOW
188,DLO-VTEX,-2.045225390653487,-0.078871796699533,48,-0.2634648529587788,2.045225390653487,stress,12.448120024403307,FAST
189,DLO-VTEX,4.566302453570791,0.4896650077064743,63,-3.4701321860896304,4.566302453570791,extreme,12.448120024403307,FAST
190,DLO-VTEX,-2.1550300536532965,-0.4424659049763383,18,0.7936788830832602,2.1550300536532965,stress,12.448120024403307,FAST
