pair,entry_date,exit_date,direction,entry_pos,entry_z,exit_z,n_days,trade_pnl
ASR-CAAP,2026-05-27,2026-05-29,LONG,1.0,-2.3906587551672636,-3.223103776557314,2,-14.608680234140186
NU-PAGS,2023-05-19,2023-08-01,SHORT,-1.0,2.7351280048972995,0.35930781857664,74,-1.8049999903332097
NU-PAGS,2023-10-11,2023-11-16,SHORT,-1.0,2.9164000612038743,0.21227762927979113,36,-0.23275649359994044
NU-PAGS,2024-02-14,2024-04-19,SHORT,-1.0,2.6711952278639717,0.3689758294163194,65,-0.9212231180648951
NU-PAGS,2024-05-28,2024-07-24,SHORT,-1.0,2.802600959127196,0.15455088988235427,57,-0.15910844964684034
NU-PAGS,2024-08-02,2024-08-08,LONG,1.0,-2.04868353798114,-0.39063446611625363,6,0.3564215141556244
NU-PAGS,2024-08-19,2024-10-03,SHORT,-1.0,2.0978312372280064,0.4959760107590102,45,-1.083485114959306
NU-PAGS,2024-12-02,2025-01-22,LONG,1.0,-2.476704474905299,-0.3465092818651476,51,-0.14589302629972734
NU-PAGS,2025-07-16,2025-07-28,SHORT,-1.0,2.207057010514,0.3203906430176877,12,1.0094022469759674
NU-PAGS,2025-08-25,2025-10-16,SHORT,-1.0,2.332404238296675,0.42990134061975244,52,-0.7823906903575937
NU-PAGS,2025-11-25,2025-12-16,SHORT,-1.0,2.393260043637395,0.34567988200628347,21,0.03403335359726145
NU-PAGS,2026-01-05,2026-01-13,SHORT,-1.0,2.579094903345861,0.056041517578528155,8,1.0039646759947125
NU-PAGS,2026-01-28,2026-02-04,SHORT,-1.0,2.0070512974582595,-0.26159757665759403,7,0.38457364482797396
NU-PAGS,2026-02-26,2026-04-14,LONG,1.0,-3.9075317122513398,-0.4670638454863814,47,-0.18534153241819862
NU-PAGS,2026-05-15,2026-05-29,LONG,1.0,-2.290877946970959,-1.2607602417968011,14,0.7380525691771915
DLO-PAGS,2023-04-03,2023-04-05,SHORT,-1.0,3.8351645924553437,-3.534600597177779,2,0.22145195932687298
DLO-PAGS,2023-04-05,2023-06-27,LONG,1.0,-3.534600597177779,-0.47480742370853096,83,2.246937486928248
DLO-PAGS,2023-08-15,2023-10-06,SHORT,-1.0,2.3980392053339785,0.43461612833987157,52,-3.608942015418319
DLO-PAGS,2023-11-22,2024-03-06,LONG,1.0,-2.5952694682366753,-0.4706589522004757,105,-2.9053533365609696
DLO-PAGS,2024-03-19,2024-04-05,LONG,1.0,-3.015687785335165,-0.43516424810770515,17,1.3272499739722272
DLO-PAGS,2024-05-15,2024-08-07,LONG,1.0,-4.110427996782035,-0.4778444001115965,84,-1.9594916379805314
DLO-PAGS,2024-08-27,2024-11-04,SHORT,-1.0,2.155949169314033,0.4977854079548039,69,-1.6762327119045084
DLO-PAGS,2024-11-14,2025-02-20,SHORT,-1.0,2.1040727715593355,0.29114987505448187,98,-2.8180327834929453
DLO-PAGS,2025-02-26,2025-02-28,SHORT,-1.0,2.096915263783608,-3.9308744459845797,2,0.0743681927335271
DLO-PAGS,2025-02-28,2025-05-13,LONG,1.0,-3.9308744459845797,-0.4497204470324944,74,2.1654990898595488
DLO-PAGS,2025-08-14,2025-09-04,SHORT,-1.0,6.204685628736724,0.46475200106657,21,1.6225351807712753
DLO-PAGS,2025-11-17,2025-12-10,LONG,1.0,-2.32638849671551,-0.49552245635246606,23,0.6535559043398679
DLO-PAGS,2026-02-03,2026-03-19,LONG,1.0,-2.1500259801162005,-0.1988075131705848,44,-0.5488838408417718
DLO-PAGS,2026-04-24,2026-05-12,SHORT,-1.0,2.1397298517769423,0.27886631465916234,18,0.12720624756559773
DLO-XP,2023-04-03,2023-04-05,SHORT,-1.0,2.1089045205262895,0.16992694716510093,2,0.11000904547327536
DLO-XP,2023-05-17,2023-08-15,LONG,1.0,-2.193747410239568,-0.04534526074841674,90,-9.978690731842205
DLO-XP,2023-08-30,2023-11-07,SHORT,-1.0,2.1711914787750466,0.1980120349055087,69,-1.7755790067372477
DLO-XP,2023-12-05,2024-02-13,LONG,1.0,-2.223214322812647,-0.27364919745454697,70,-2.1234447665127796
DLO-XP,2024-03-19,2024-04-04,LONG,1.0,-2.171715163479486,-0.25202153581776005,16,0.8829287037726852
DLO-XP,2024-04-16,2024-05-03,SHORT,-1.0,2.658690115113224,0.1984897914507822,17,0.6583727900677794
DLO-XP,2024-05-15,2024-05-23,LONG,1.0,-2.0621477550061047,0.2369949473432089,8,4.092454947645608
DLO-XP,2024-10-08,2024-10-18,SHORT,-1.0,2.000831708753343,0.48588045087543646,10,0.8054833495225335
DLO-XP,2024-11-12,2025-02-03,SHORT,-1.0,2.1857006518582294,0.4316153424011581,83,-6.534851489444939
DLO-XP,2025-02-28,2025-04-10,LONG,1.0,-3.378063517553081,-0.3768369603149335,41,0.13844406994912362
DLO-XP,2025-05-08,2025-06-26,LONG,1.0,-2.149486523507836,-0.4617514300062516,49,0.2833803676216875
DLO-XP,2025-07-23,2025-09-05,SHORT,-1.0,2.0537814147797366,0.23380329447679404,44,-0.48600345060483896
DLO-XP,2025-10-09,2025-10-29,SHORT,-1.0,2.0480785251012326,0.3558714785366189,20,1.3640073372134243
DLO-XP,2026-02-19,2026-03-12,LONG,1.0,-2.0492041697237036,-0.30286016535727994,21,0.9473426959499966
BAP-IFS,2023-05-05,2023-05-12,SHORT,-1.0,2.64458588329182,0.2916443600769998,7,4.570851234041342
BAP-IFS,2023-06-15,2023-06-26,SHORT,-1.0,2.449036140834757,0.4599565969655208,11,4.685120152906038
BAP-IFS,2023-07-07,2023-08-14,SHORT,-1.0,2.128489586621369,-0.04595102014349151,38,-0.9407536539111456
BAP-IFS,2023-09-13,2023-10-06,LONG,1.0,-2.2561064081579083,-0.48832197221695145,23,0.6076429079656185
BAP-IFS,2023-12-14,2024-01-05,SHORT,-1.0,2.5123135377642654,0.42354394408490514,22,4.620843266123129
BAP-IFS,2024-02-21,2024-02-29,LONG,1.0,-2.077704395972058,0.0963681874316569,8,1.4638782039242693
BAP-IFS,2024-03-27,2024-05-16,SHORT,-1.0,2.496220368512439,0.4367797641565412,50,-2.5141524883998514
BAP-IFS,2024-10-28,2024-10-30,SHORT,-1.0,2.1307322213765967,0.43163929608660734,2,3.3303428150720267
BAP-IFS,2024-12-06,2025-01-15,LONG,1.0,-2.1424532575946813,-0.3314647041075689,40,-2.3228060532356487
BAP-IFS,2025-02-07,2025-03-25,LONG,1.0,-2.055085548141077,-0.4977095549391643,46,-4.203683571222494
BAP-IFS,2025-05-27,2025-10-02,SHORT,-1.0,2.369872085567459,0.17047437504188517,128,-35.165011806285314
BAP-IFS,2025-10-20,2025-11-10,LONG,1.0,-2.279540447533007,-0.04213211309200577,21,1.7386316729894462
BAP-IFS,2025-12-04,2026-02-11,SHORT,-1.0,2.609714801028193,0.4198959703059943,69,-19.905113112201406
BAP-IFS,2026-04-27,2026-05-08,LONG,1.0,-2.109952929614088,-0.4715711657147219,11,2.120743848246283
