Date,ABEV,AFYA,AGRO,AMX,ARCO,ASR,AVAL,BAK,BAP,BBAR,BBD,BCH,BLX,BMA,BRFS,BSAC,BSBR,BVN,CAAP,CCU,CEPU,CIB,CINT,CPA,CX,DESP,DLO,EC,EDN,ERJ,EVEX,FMX,GGAL,GGB,GLOB,GPRK,IFS,INTR,IRS,ITUB,KOF,MELI,NEXA,NU,OMAB,PAAS,PAC,PAGS,PAM,PAX,PBR,PSMT,SCCO,SGML,SID,SQM,SUPV,TBBB,TGLS,TGS,TS,TV,TX,UGP,VALE,VINP,VIST,VLRS,VTEX,XP,YPF
2015-01-02,3.7339,NaN,6.8818,15.345,4.6237,81.9814,3.7677,7.5295,115.8929,8.7845,3.883,11.4273,14.7785,27.2255,19.2338,10.7486,2.252,8.7827,NaN,11.5906,NaN,21.5427,NaN,71.9765,8.3455,NaN,NaN,5.7192,9.15,35.3189,NaN,63.6786,11.425,1.6438,15.5,4.2102,NaN,NaN,8.472,2.8283,56.6022,124.5825,NaN,NaN,19.4423,8.047,37.7799,NaN,9.52,NaN,1.8914,78.5983,18.3796,NaN,1.011,18.2933,NaN,NaN,7.55,2.8352,20.1552,25.579,8.5686,6.5988,3.7128,NaN,NaN,8.83,NaN,NaN,25.1521
2015-01-05,3.6648,NaN,6.8128,15.1118,4.6745,79.9767,3.6287,7.0479,112.7292,8.5238,3.8339,11.2751,14.4793,26.255,18.7727,10.7045,2.2056,9.3095,NaN,11.1262,NaN,20.5533,NaN,71.0324,8.1255,NaN,NaN,5.2235,8.91,34.1365,NaN,61.8667,11.1388,1.5525,14.94,3.9746,NaN,NaN,8.4556,2.7946,55.8935,123.0481,NaN,NaN,19.2616,8.3161,38.2826,NaN,9.4,NaN,1.6983,78.5108,17.4749,NaN,0.9591,17.8886,NaN,NaN,7.5273,2.5962,19.1107,24.9264,8.1434,6.3972,3.6146,NaN,NaN,8.67,NaN,NaN,23.8516
2015-01-06,3.8029,NaN,6.8215,15.1118,4.5644,80.4017,3.6251,6.8835,112.5692,8.576,4.0218,11.2283,14.3518,26.0336,18.932,10.6879,2.2195,9.6728,NaN,11.371,NaN,20.6477,NaN,70.3611,8.227,NaN,NaN,5.175,8.9,33.5072,NaN,63.0598,11.1388,1.7015,14.43,3.8567,NaN,NaN,8.7909,2.8845,56.8738,120.8505,NaN,NaN,20.0831,8.6104,39.386,NaN,9.27,NaN,1.6843,78.642,17.4942,NaN,1.0317,17.6338,NaN,NaN,7.5273,2.5467,19.0501,24.843,7.9234,6.4574,3.8063,NaN,NaN,8.67,NaN,NaN,23.7745
2015-01-07,3.8656,NaN,6.9077,15.4511,4.5729,81.5373,3.647,6.907,113.1074,8.6672,4.1278,11.3704,14.342,26.5416,19.9214,10.9584,2.3356,9.5638,NaN,11.3961,NaN,20.6612,NaN,70.3821,8.4894,NaN,NaN,5.3517,9.06,33.5358,NaN,63.6041,11.3663,1.8409,13.99,3.6996,NaN,NaN,8.8459,2.9656,57.344,120.6129,NaN,NaN,20.2036,8.4843,39.6741,NaN,9.55,NaN,1.7347,80.165,17.798,NaN,1.1251,17.6263,NaN,NaN,7.664,2.6456,18.8142,25.1389,8.0016,6.6342,3.8998,NaN,NaN,8.68,NaN,NaN,23.4567
2015-01-08,3.9067,NaN,7.0284,15.7903,4.5729,83.4722,3.6763,6.9539,114.1546,8.8236,4.1703,11.4992,14.3959,27.1473,19.7201,11.102,2.2938,9.3368,NaN,12.488,NaN,20.4453,NaN,71.3611,8.6418,NaN,NaN,5.636,9.27,33.0685,NaN,64.812,11.6451,1.836,13.95,3.6054,NaN,NaN,8.6315,3.0331,58.0461,122.4146,NaN,NaN,19.9626,8.3161,39.6006,NaN,9.94,NaN,1.8914,81.7055,18.3085,NaN,1.1183,17.5738,NaN,NaN,7.4741,2.6374,19.1107,25.3893,8.0799,6.6342,4.0074,NaN,NaN,8.61,NaN,NaN,24.0346
2015-01-09,3.9635,NaN,7.1405,16.0519,4.412,82.565,3.7604,6.9481,112.8746,8.8757,4.0885,11.3704,14.185,27.4079,19.6027,11.0688,2.2892,10.0452,NaN,11.4086,NaN,20.4543,NaN,71.6618,8.6587,NaN,NaN,5.6498,9.58,32.8683,NaN,64.9015,11.6598,1.7928,14.02,3.6132,NaN,NaN,8.571,2.9588,59.3177,121.0584,NaN,NaN,20.2419,8.6356,39.3431,NaN,10.04,NaN,1.9753,73.443,18.3409,NaN,1.0968,17.9336,NaN,NaN,7.4437,2.6539,18.8075,25.4804,8.0603,6.6731,3.998,NaN,NaN,8.75,NaN,NaN,24.025
2015-01-12,3.9887,NaN,7.1147,15.8822,4.285,82.2288,3.786,6.9657,110.22,8.7649,3.9733,11.3303,14.1017,27.2581,19.5441,10.837,2.2427,10.5084,NaN,11.4965,NaN,20.4993,NaN,72.0464,8.5233,NaN,NaN,5.3483,9.54,32.6013,NaN,64.3348,11.5791,1.7063,13.65,3.5347,NaN,NaN,8.714,2.862,58.6819,119.0686,NaN,NaN,20.2036,8.9972,39.3431,NaN,10.24,NaN,1.8382,74.7559,18.0241,NaN,1.0646,17.6338,NaN,NaN,7.4437,2.5714,18.0932,24.6533,8.0847,6.4856,3.998,NaN,NaN,9.56,NaN,NaN,22.5415
2015-01-13,4.0203,NaN,6.8473,15.7903,4.412,84.6204,3.8043,7.0655,110.2637,8.9539,4.0187,11.3319,13.5327,27.9876,19.3261,10.7873,2.2606,10.3358,NaN,11.4839,NaN,20.6342,NaN,73.354,8.4047,NaN,NaN,5.428,9.56,33.0876,NaN,64.8419,11.9387,1.6919,13.91,3.5111,NaN,NaN,8.615,2.8958,59.5495,118.7716,NaN,NaN,19.9133,8.7533,39.8151,NaN,10.19,NaN,1.8969,75.071,17.1582,NaN,1.0377,17.5213,NaN,NaN,7.4437,2.4808,18.0258,24.9189,8.1434,6.5917,3.9746,NaN,NaN,9.56,NaN,NaN,22.2043
2015-01-14,4.0455,NaN,6.9249,15.9882,4.3527,82.787,3.8189,6.8071,106.5618,9.0517,4.1491,11.0862,13.5082,28.1569,19.8207,10.6162,2.3266,9.7273,NaN,11.3835,NaN,20.2744,NaN,72.9485,8.1593,NaN,NaN,5.4904,10.21,31.0375,NaN,64.4914,12.012,1.6535,14.19,3.6447,NaN,NaN,8.4556,2.952,58.9667,117.3362,NaN,NaN,20.2146,8.6777,38.9324,NaN,10.09,NaN,1.9081,73.0229,16.5184,NaN,1.0054,17.1242,NaN,NaN,7.4817,2.5055,18.1201,24.5546,7.7817,6.7155,3.7549,NaN,NaN,9.42,NaN,NaN,22.9654
2015-01-15,4.014,NaN,6.8042,16.0095,4.3019,80.8966,3.8226,6.6603,106.8745,9.1103,3.9945,11.0009,13.2629,28.0527,19.7369,10.5113,2.3549,9.909,NaN,11.4149,NaN,20.4183,NaN,73.8715,8.007,NaN,NaN,5.3725,9.34,30.761,NaN,62.8659,11.9753,1.6486,13.74,3.4954,NaN,NaN,8.4556,2.8553,56.4896,115.7127,NaN,NaN,20.0776,9.014,39.7232,NaN,9.65,NaN,1.9333,72.4627,16.5959,NaN,0.9732,17.0267,NaN,NaN,7.4817,2.6209,18.1538,24.2815,7.7475,6.5988,3.7362,NaN,NaN,9.51,NaN,NaN,22.1754
2015-01-16,4.1212,NaN,6.8473,16.0943,4.3273,84.354,3.8336,6.8306,105.8854,9.6382,4.1278,11.1179,13.3316,28.0722,20.3993,10.5002,2.3878,10.1269,NaN,11.4777,NaN,20.6207,NaN,72.7177,7.9562,NaN,NaN,5.5736,9.51,31.1996,NaN,64.2901,12.3863,1.7399,14.4,3.6761,NaN,NaN,8.4116,2.9745,57.5957,118.1183,NaN,NaN,20.5267,9.2494,40.986,NaN,10.0,NaN,1.9753,73.4343,17.5071,NaN,1.0538,17.1541,NaN,NaN,7.626,2.5797,18.6794,24.4787,7.7475,6.857,3.9326,NaN,NaN,9.6,NaN,NaN,22.9654
2015-01-20,4.096,NaN,6.8301,16.2498,4.5136,86.4474,3.7385,5.9672,105.9145,9.6708,4.0278,11.1413,13.6406,27.0106,19.6614,10.5333,2.3642,10.3358,NaN,11.4714,NaN,20.8006,NaN,79.1301,7.9985,NaN,NaN,5.4973,9.55,31.0757,NaN,64.387,12.4523,1.7111,14.11,3.5897,NaN,NaN,8.3896,2.8733,57.6354,121.2464,NaN,NaN,20.6582,9.5522,41.9116,NaN,10.28,NaN,1.9053,73.8456,17.4813,NaN,1.0216,17.2291,NaN,NaN,7.626,2.4808,18.5986,24.4712,7.7524,6.864,3.9139,NaN,NaN,9.62,NaN,NaN,22.4644
2015-01-21,4.1528,NaN,6.7611,16.3487,4.6407,86.9359,3.7567,5.9614,106.6563,9.6121,4.1521,11.337,13.8613,26.5481,20.0639,10.8094,2.4302,10.1451,NaN,11.7161,NaN,20.8276,NaN,77.8574,7.9139,NaN,NaN,5.6741,9.54,32.2866,NaN,65.3191,12.4376,1.7111,13.63,3.5504,NaN,NaN,8.7359,3.0061,57.5758,121.8552,NaN,NaN,20.4774,9.6026,41.4457,NaN,10.6,NaN,2.0564,74.222,17.9725,NaN,1.0861,17.941,NaN,NaN,7.6412,2.5302,19.0501,24.9568,8.1678,7.1116,4.0214,NaN,NaN,9.33,NaN,NaN,22.9943
2015-01-22,4.2538,NaN,6.8732,16.6668,4.6576,87.1706,3.8153,5.9849,108.4673,9.6382,4.2339,11.5878,14.2488,26.1443,20.3909,11.1737,2.4396,10.3086,NaN,12.1052,NaN,20.9715,NaN,78.5357,8.227,NaN,NaN,5.7157,9.67,33.5358,NaN,67.4293,12.2175,1.7303,13.8,3.4954,NaN,NaN,8.7414,3.0443,57.8871,124.3944,NaN,NaN,20.5541,9.6194,42.494,NaN,10.58,NaN,2.1404,77.0228,18.2697,NaN,1.1076,18.3607,NaN,NaN,7.6716,2.5138,19.3802,25.9053,8.1874,7.2247,4.0635,NaN,NaN,9.24,NaN,NaN,23.736
2015-01-23,4.178,NaN,6.787,16.6315,4.5052,84.9249,3.8299,5.562,108.9473,9.5339,4.14,11.4473,13.9398,26.0922,19.9884,11.1185,2.4208,9.9453,NaN,11.8856,NaN,21.0795,NaN,77.5147,8.0493,NaN,NaN,5.8058,9.46,33.5644,NaN,65.4086,11.7772,1.663,13.94,3.4954,NaN,NaN,8.626,2.9633,56.7347,126.008,NaN,NaN,20.4008,9.4008,41.7032,NaN,10.48,NaN,2.0284,77.8543,17.5265,NaN,1.0269,18.2933,NaN,NaN,7.5956,2.5055,18.8951,25.5638,8.0456,7.154,3.6707,NaN,NaN,9.27,NaN,NaN,23.3796
2015-01-26,4.1654,NaN,6.6835,16.278,4.6322,88.7693,3.8482,5.5796,110.8382,9.6382,4.2006,11.3069,13.7828,25.278,19.9465,11.1958,2.4726,10.1814,NaN,11.9734,NaN,21.4348,NaN,76.6127,8.1508,NaN,NaN,5.9167,10.23,33.9267,NaN,65.5428,12.1074,1.6679,14.45,3.4876,NaN,NaN,8.659,2.9813,56.6419,126.2258,NaN,NaN,20.6417,9.6783,42.2672,NaN,10.94,NaN,2.0229,78.0819,17.8755,NaN,1.0108,18.6005,NaN,NaN,7.6564,2.5879,19.4072,25.928,8.0799,7.0939,3.493,NaN,NaN,9.54,NaN,NaN,23.264
2015-01-27,4.1654,NaN,6.8991,16.0165,4.8185,88.1793,3.8701,5.5796,110.3655,9.6056,4.2369,11.3721,13.8221,25.7861,20.2651,11.1572,2.4585,10.6628,NaN,11.9985,NaN,21.5922,NaN,75.8225,8.117,NaN,NaN,5.941,10.21,33.86,NaN,65.1849,12.2395,1.6582,14.34,3.4954,NaN,NaN,8.659,2.9993,57.2314,126.7801,NaN,NaN,21.2387,10.023,42.6718,NaN,11.03,NaN,2.0844,75.7012,17.4361,NaN,0.9893,18.8553,NaN,NaN,7.6868,2.6044,19.8856,25.7383,8.075,7.2283,3.4696,NaN,NaN,9.39,NaN,NaN,24.131
2015-01-28,4.1465,NaN,6.787,15.6702,4.7253,86.5933,3.8444,5.4445,106.9982,9.371,4.1006,11.2918,13.5131,25.1152,20.198,10.9916,2.4255,10.1179,NaN,11.9546,NaN,21.5517,NaN,76.6546,7.8801,NaN,NaN,5.7919,9.99,33.3165,NaN,64.4392,12.0781,1.639,14.04,3.4561,NaN,NaN,8.494,2.8936,56.2313,124.9785,NaN,NaN,20.9484,9.4933,42.0955,NaN,11.12,NaN,1.8354,73.3117,17.2551,NaN,0.914,18.3532,NaN,NaN,7.5348,2.522,19.0501,25.2527,8.0652,7.0939,3.3668,NaN,NaN,9.15,NaN,NaN,22.7245
2015-01-29,4.298,NaN,6.8128,15.5147,4.827,85.9019,3.8261,5.5972,106.3654,9.3905,4.043,11.3018,13.7044,24.9198,20.24,10.7486,2.4208,10.0815,NaN,11.9797,NaN,21.2774,NaN,77.27,7.9393,NaN,NaN,5.636,10.14,33.7742,NaN,63.8203,12.0928,1.6486,14.14,3.1734,NaN,NaN,8.4501,2.8575,55.4166,126.3743,NaN,NaN,20.8115,9.3419,41.6603,NaN,11.03,NaN,1.7906,73.3555,17.2034,NaN,0.8764,18.1134,NaN,NaN,7.5197,2.5138,18.5177,25.3134,8.119,7.1469,3.2312,NaN,NaN,9.32,NaN,NaN,22.1562
2015-01-30,4.1528,NaN,6.6921,15.1189,4.6999,83.0471,3.793,5.5326,104.8163,9.2211,3.7823,10.9925,13.67,25.1673,19.8878,10.5113,2.1759,10.3722,NaN,11.509,NaN,20.8096,NaN,75.1792,7.5245,NaN,NaN,5.6498,10.0,33.6216,NaN,62.3066,12.0047,1.6582,13.88,2.9691,NaN,NaN,8.4885,2.7271,53.8403,122.6917,NaN,NaN,20.2912,9.8044,40.7101,NaN,10.8,NaN,1.6815,71.5787,17.6299,NaN,0.8065,17.8811,NaN,NaN,7.4665,2.5797,19.0298,24.7443,8.378,6.9241,3.2873,NaN,NaN,9.15,NaN,NaN,22.5897
2015-02-02,4.1023,NaN,6.856,15.3097,4.7253,85.3499,3.8004,5.6266,107.1873,9.3775,3.843,11.2367,14.0183,26.1573,19.8878,10.5996,2.1853,10.3086,NaN,11.691,NaN,21.2864,NaN,76.1651,7.6515,NaN,NaN,6.0311,9.86,33.9363,NaN,63.3953,12.3789,1.6967,13.3,3.0713,NaN,NaN,8.4445,2.7869,54.7212,124.2756,NaN,NaN,20.7896,9.939,40.7285,NaN,11.0,NaN,1.7934,72.0426,17.6881,NaN,0.8495,18.0385,NaN,NaN,7.5045,2.5302,19.7239,25.2527,8.3096,7.1151,3.4883,NaN,NaN,9.13,NaN,NaN,22.8787
2015-02-03,4.1086,NaN,6.9077,15.3945,4.8439,83.1042,3.9252,5.7558,110.7655,9.5404,3.9849,11.3838,14.185,26.9324,20.1561,10.8756,2.2889,9.8635,NaN,11.8542,NaN,21.6192,NaN,77.4448,7.9647,NaN,NaN,6.863,10.01,34.6323,NaN,63.8427,12.511,1.7399,14.0,3.2048,NaN,NaN,8.472,2.8432,55.4431,127.7899,NaN,NaN,20.7568,9.7035,40.6427,NaN,11.31,NaN,2.0396,73.9069,18.6769,NaN,0.8871,18.3457,NaN,NaN,7.5804,2.6786,20.9908,25.5031,8.7691,7.1858,3.6847,NaN,NaN,9.19,NaN,NaN,23.9287
2015-02-04,4.0203,NaN,6.8991,15.2249,4.8862,82.7426,3.8775,5.468,110.5691,9.6121,4.0183,11.4005,13.9643,27.5316,19.871,10.8922,2.3077,9.8181,NaN,11.5718,NaN,21.066,NaN,79.6895,7.4399,NaN,NaN,6.3535,10.02,34.1556,NaN,63.8651,12.5697,1.6823,14.11,3.1027,NaN,NaN,8.549,2.913,54.3106,126.4832,NaN,NaN,20.4884,9.9474,41.317,NaN,11.55,NaN,2.0312,74.2395,18.8837,NaN,0.8603,17.9785,NaN,NaN,7.626,2.7363,19.9598,25.5866,8.5589,7.0444,3.5444,NaN,NaN,9.28,NaN,NaN,23.5819
2015-02-05,4.1212,NaN,6.9767,15.3592,4.8862,83.2628,3.8885,5.4504,111.9146,9.5535,3.9667,11.5744,14.3077,27.3232,19.8878,11.4939,2.2983,10.0179,NaN,11.8354,NaN,21.1739,NaN,81.3258,8.4471,NaN,NaN,6.5372,10.46,34.003,NaN,65.2445,12.6431,1.6967,14.48,3.1577,NaN,NaN,8.67,2.9017,54.847,128.265,NaN,NaN,21.1073,10.0399,41.8503,NaN,11.79,NaN,1.9893,75.5349,19.2197,NaN,0.8603,18.3532,NaN,NaN,7.6944,2.8269,20.5528,25.5562,8.5784,7.2106,3.5304,NaN,NaN,9.34,NaN,NaN,24.0732
2015-02-06,4.0581,NaN,6.9853,15.3238,4.9286,85.4958,3.8738,5.4797,109.9218,9.6056,3.8939,11.4674,14.3714,27.8833,19.3848,11.0247,2.2559,9.5002,NaN,11.7412,NaN,21.093,NaN,80.3328,8.3794,NaN,NaN,6.4609,10.3,33.86,NaN,64.8717,12.533,1.6967,14.3,3.2519,NaN,NaN,8.5435,2.8117,54.5357,124.8399,NaN,NaN,21.0854,9.6362,41.9361,NaN,11.75,NaN,1.8298,76.2701,18.8255,NaN,0.8549,18.2483,NaN,NaN,7.6716,2.8187,20.0878,24.9871,8.5833,7.1293,3.4369,NaN,NaN,9.27,NaN,NaN,23.9672
2015-02-09,4.1212,NaN,6.9853,15.3804,4.954,84.7853,3.8518,5.3505,112.0019,9.5926,3.9697,11.546,14.3518,28.0657,19.5692,11.1296,2.2889,9.7273,NaN,11.7036,NaN,21.1155,NaN,77.8854,8.5233,NaN,NaN,6.4886,10.03,33.8028,NaN,66.2884,12.6211,1.7928,14.15,3.1969,NaN,NaN,8.505,2.8635,54.6417,124.3251,NaN,NaN,21.1401,9.796,42.3162,NaN,11.73,NaN,1.8802,75.2023,19.1228,NaN,0.9409,18.4581,NaN,NaN,7.6108,2.7033,20.7617,25.2148,8.7544,7.2106,3.638,NaN,NaN,9.1,NaN,NaN,24.0154
2015-02-10,4.0455,NaN,6.9681,15.2037,4.9201,83.6434,3.8408,5.2155,108.1836,9.8402,3.8107,11.4423,14.3469,28.9711,19.3261,10.9198,2.1853,9.6092,NaN,11.4526,NaN,20.8546,NaN,77.6546,8.2355,NaN,NaN,6.1212,10.2,33.9363,NaN,65.7441,13.1127,1.663,13.96,3.1419,NaN,NaN,8.626,2.7599,55.0722,127.0573,NaN,NaN,21.529,9.6362,41.6235,NaN,11.78,NaN,1.7431,73.3817,19.0905,NaN,0.9194,18.3757,NaN,NaN,7.3829,2.7528,20.1417,25.5487,8.6517,7.0302,3.4088,NaN,NaN,8.95,NaN,NaN,24.0828
2015-02-11,3.9698,NaN,6.9422,14.5039,4.4713,81.1186,3.7416,5.2389,108.5182,10.0748,3.6675,11.3604,15.7399,29.4335,18.6721,10.7818,2.1759,9.364,NaN,11.3898,NaN,20.3239,NaN,78.1371,8.0577,NaN,NaN,5.8959,10.22,34.3272,NaN,64.4616,13.2081,1.6967,14.26,3.1734,NaN,NaN,8.7469,2.7028,54.8139,126.5525,NaN,NaN,20.8279,9.6278,39.9071,NaN,11.72,NaN,1.7431,72.9599,18.916,NaN,0.9302,18.3757,NaN,NaN,7.4589,2.761,20.0945,25.0403,8.5638,6.8428,3.4696,NaN,NaN,9.08,NaN,NaN,24.025
2015-02-12,4.0644,NaN,6.9336,15.338,4.429,84.8424,3.7343,5.2801,109.3327,10.5244,3.8381,11.5126,15.3328,31.2507,19.0829,11.0412,2.2983,9.5366,NaN,11.8605,NaN,20.126,NaN,83.1089,8.4302,NaN,NaN,6.2114,10.44,34.823,NaN,66.2959,13.2448,1.6823,14.4,3.2833,NaN,NaN,8.9724,2.8114,55.7147,130.6112,NaN,NaN,21.5892,9.8128,41.2067,NaN,11.86,NaN,1.8298,74.1816,19.5379,NaN,0.914,18.668,NaN,NaN,7.4437,2.7198,20.5393,26.5806,8.7104,7.1575,3.6146,NaN,NaN,9.35,NaN,NaN,24.7668
2015-02-13,4.0203,NaN,6.9249,15.5288,4.3781,84.5062,3.7416,5.2977,109.4782,10.8503,3.9295,11.6748,15.5829,32.2407,18.9404,11.1296,2.3878,9.8635,NaN,11.7287,NaN,20.189,NaN,83.2977,8.3286,NaN,NaN,6.4124,10.76,34.4798,NaN,66.1095,13.9272,1.7255,14.37,3.4169,NaN,NaN,8.9998,2.9177,56.1055,128.6808,NaN,NaN,21.2277,9.9642,41.035,NaN,12.17,NaN,1.9529,74.5243,19.7324,NaN,0.9463,19.2,NaN,NaN,7.5121,2.8599,20.7145,26.4289,8.9695,7.1752,3.7642,NaN,NaN,9.3,NaN,NaN,25.8746
2015-02-17,4.0455,NaN,6.9594,15.3875,4.539,84.6204,3.7453,5.374,110.9691,11.3912,4.0117,11.7015,15.3916,33.7453,19.0829,11.1517,2.4113,9.4367,NaN,11.7161,NaN,19.8247,NaN,79.5286,8.4556,NaN,NaN,6.3396,10.73,34.6991,NaN,66.4823,14.4335,1.7352,14.21,3.3933,NaN,NaN,9.1373,2.9547,55.7677,130.5221,NaN,NaN,21.2168,9.4597,41.2557,NaN,11.91,NaN,1.9865,72.9686,19.7519,NaN,0.9409,19.4923,NaN,NaN,7.5121,2.8269,20.4045,26.6034,9.0135,7.2353,3.7362,NaN,NaN,9.21,NaN,NaN,26.3273
2015-02-18,4.0581,NaN,6.9336,15.5288,4.6661,83.9099,3.771,5.3036,108.6491,11.0784,3.9844,11.5359,15.4211,33.8886,19.3177,11.0964,2.3737,9.8817,NaN,11.6973,NaN,19.7842,NaN,81.5426,8.3371,NaN,NaN,6.2841,10.64,34.7468,NaN,65.4757,14.3088,1.7496,14.21,3.6525,NaN,NaN,9.3242,2.9108,56.2379,131.2744,NaN,NaN,20.9211,9.6531,40.0419,NaN,12.08,NaN,1.9501,72.7489,19.9204,NaN,0.9409,19.4548,NaN,NaN,7.3677,2.8517,20.6067,25.3741,9.1845,7.2071,3.7315,NaN,NaN,9.14,NaN,NaN,25.9902
2015-02-19,4.0203,NaN,6.9508,15.3592,4.6999,83.8084,3.7123,5.1567,108.1255,11.1826,3.9295,11.6597,15.2886,33.9798,19.2925,11.0688,2.369,9.5638,NaN,11.6345,NaN,19.5863,NaN,80.5286,8.3201,NaN,NaN,6.1004,10.79,34.6991,NaN,65.4458,14.595,1.7255,14.17,3.464,NaN,NaN,9.1208,2.8784,56.4565,129.1857,NaN,NaN,20.7841,8.9888,40.0052,NaN,11.99,NaN,1.8578,72.1249,19.5703,NaN,0.9463,19.7021,NaN,NaN,7.4437,2.8434,19.6296,24.9947,8.9548,7.1434,3.5959,NaN,NaN,9.06,NaN,NaN,25.4411
2015-02-20,4.014,NaN,6.9422,15.3733,4.5644,84.2588,3.7233,5.2272,108.5909,11.2087,3.9234,11.7416,15.4015,34.7939,19.2003,11.1793,2.3171,9.4458,NaN,11.6722,NaN,19.4154,NaN,80.8363,8.4302,NaN,NaN,5.9583,11.34,35.0805,NaN,66.7582,15.0499,1.7207,14.25,3.3148,NaN,NaN,9.1923,2.8807,57.8209,129.6014,NaN,NaN,20.6417,8.4086,40.3117,NaN,12.08,NaN,1.8634,72.4413,19.5833,NaN,0.9785,19.4699,NaN,NaN,7.4741,2.8764,19.6094,25.101,9.1552,7.055,3.6613,NaN,NaN,9.07,NaN,NaN,25.3351
2015-02-23,4.0644,NaN,7.0802,14.9563,4.4459,85.166,3.6388,5.1274,107.9218,11.4237,3.9539,11.6279,15.2592,36.2855,19.259,11.2345,2.3125,9.6456,NaN,11.7412,NaN,19.1051,NaN,81.2069,8.5148,NaN,NaN,5.9271,12.48,34.7849,NaN,67.474,15.8277,1.6727,14.3,3.354,NaN,NaN,9.2472,2.8969,57.7811,130.235,NaN,NaN,20.8499,8.2993,40.1768,NaN,12.63,NaN,1.813,71.8963,19.5055,NaN,0.9194,19.3125,NaN,NaN,7.4817,3.0,18.8748,25.6701,8.5002,7.0515,3.5117,NaN,NaN,9.19,NaN,NaN,24.8053
2015-02-24,4.1149,NaN,7.1578,15.0977,4.3781,86.3142,3.6351,5.2096,107.4709,11.7626,4.0697,11.6597,15.2592,36.3441,19.6866,11.3283,2.3878,9.4276,NaN,11.7412,NaN,18.8577,NaN,83.06,8.7433,NaN,NaN,5.9999,13.3,34.4893,NaN,69.0324,15.9598,1.7207,14.67,3.354,NaN,NaN,9.3627,2.9916,57.8871,131.1556,NaN,NaN,20.4884,8.1647,41.4641,NaN,12.85,NaN,1.9193,71.4393,19.499,NaN,0.9624,19.3425,NaN,NaN,7.5956,3.0989,19.3668,25.6625,8.8424,7.2318,3.638,NaN,NaN,9.41,NaN,NaN,24.9498
2015-02-25,4.0203,NaN,7.2785,15.1118,4.3951,85.8892,3.595,5.2272,107.42,12.1471,4.024,11.7049,15.1905,35.2564,19.3848,11.4774,2.3266,9.6728,NaN,11.8479,NaN,18.8577,NaN,82.8135,8.6502,NaN,NaN,5.9895,13.0,34.1556,NaN,68.1227,15.769,1.7063,14.92,3.4012,NaN,NaN,9.4726,2.9431,56.9731,132.8682,NaN,NaN,20.1269,8.3245,41.3538,NaN,13.06,NaN,1.8158,71.2459,19.499,NaN,0.9409,19.6122,NaN,NaN,7.5576,3.1319,19.3196,25.4955,8.9597,7.1858,3.6052,NaN,NaN,9.36,NaN,NaN,25.0654
2015-02-26,4.0203,NaN,7.6925,15.239,4.5221,85.8955,3.6097,5.3799,106.7582,11.0784,4.0117,11.6915,15.2985,33.4196,19.368,11.4829,2.3642,9.8726,NaN,12.0173,NaN,18.7138,NaN,80.8205,8.6926,NaN,NaN,5.7919,13.28,34.3367,NaN,71.0308,15.0646,1.6871,15.73,3.354,NaN,NaN,9.4122,2.9362,58.4766,129.6905,NaN,NaN,20.2419,8.1584,41.3415,NaN,12.96,NaN,1.7599,70.6219,19.3952,NaN,0.9248,19.3649,NaN,NaN,7.5197,3.1236,19.205,25.7232,8.7348,7.1894,3.4322,NaN,NaN,10.35,NaN,NaN,24.314
2015-02-27,4.0708,NaN,7.6321,15.1118,4.4459,87.1833,3.5913,5.3388,105.6163,10.9871,4.0148,11.7249,15.426,32.9572,19.0326,11.5933,2.3454,10.5175,NaN,11.9922,NaN,18.4845,NaN,80.2007,8.591,NaN,NaN,5.7954,13.32,33.3641,NaN,71.0308,15.1967,1.7159,16.69,3.4012,NaN,NaN,9.3352,2.9524,57.1586,129.6509,NaN,NaN,20.7184,8.2436,41.5009,NaN,12.87,NaN,1.855,69.8221,19.3044,NaN,0.957,19.26,NaN,NaN,7.6336,3.1731,19.2387,25.8901,8.6517,7.3839,3.4696,NaN,NaN,10.05,NaN,NaN,24.7475
2015-03-02,3.9953,NaN,7.6407,14.8644,4.4628,86.6441,3.5876,5.1332,106.38,11.313,3.8777,11.6029,15.1758,33.3219,18.5631,11.3007,2.2418,10.3177,NaN,11.8793,NaN,18.1202,NaN,80.0387,8.5994,NaN,NaN,5.4557,14.31,33.7455,NaN,71.3887,15.4902,1.6294,17.52,3.3462,NaN,NaN,9.1263,2.8958,54.8338,131.9575,NaN,NaN,20.7348,8.2436,40.7408,NaN,13.13,NaN,1.7822,68.4861,19.3369,NaN,0.9302,19.215,NaN,NaN,7.55,3.1649,19.2724,25.8598,8.6566,7.2,3.3714,NaN,NaN,10.6,NaN,NaN,24.8727
2015-03-03,4.0016,NaN,7.5286,14.7513,4.6237,86.4791,3.3995,4.91,108.5618,11.1109,3.8768,11.6413,15.4162,33.133,18.4876,11.367,2.2418,9.9271,NaN,11.7977,NaN,17.9313,NaN,80.3204,8.4471,NaN,NaN,5.123,14.99,33.5167,NaN,71.0681,15.4315,1.6535,17.81,3.3305,NaN,NaN,9.0933,2.8958,53.9132,132.5514,NaN,NaN,20.3679,8.0392,40.6059,NaN,13.37,NaN,1.7934,67.5369,19.1683,NaN,0.9194,19.2076,NaN,NaN,7.55,3.2061,19.4072,26.3454,8.6908,7.2318,3.334,NaN,NaN,10.64,NaN,NaN,25.1328
